713,Fall 2013,4,8,Wednesday,First,Saxophone,Carolyn,3,48,2,2010911,20130115,1,http://sfschool.org/drupal/node/52,5th Grade Classroom,0,0,0
714,Fall 2013,4,8,Wednesday,,Saxophone,Carolyn,3,48,2,20130911,20140115,1,http://sfschool.org/drupal/node/52,5th Grade Classroom,0,0,0
715,Fall 2013,4,8,Wednesday,First,Trumpet,John,3,48,2,20130911,20140115,1,http://sfschool.org/drupal/node/26,4th Grade Room,0,0,0
716,Fall 2013,4,8,Wednesday,Second,Trumpet,John,3,48,2,20130911,20140115,1,http://sfschool.org/drupal/node/26,4th Grade Room,0,0,0
717,Fall 2013,6,8,Wednesday,First,Junior Counselor ,Staff,0,0,4,20130911,20140115,1,http://sfschool.org/drupal/node/73,"Preschoo, Art Rooml",0,0,1
718,Fall 2013,4,8,Wednesday,First,SMART,Staff,0,0,0,20130911,20140115,1,http://sfschool.org/drupal/node/72,Courtyard,0,0,1
719,Fall 2013,6,8,Wednesday,First,MS Athletics,Staff,0,0,0,20130904,20140115,1,http://sfschool.org/drupal/node/92,Community Center,0,0,1
720,Fall 2013,3,8,Thursday,First,Homework,Staff,0,0,0,20130905,20140116,1,http://sfschool.org/drupal/node/16,Library,0,0,0
721,Fall 2013,1,8,Thursday,First,Indoor/Outdoor Choice,Staff,0,0,0,20130905,20140116,1,http://sfschool.org/drupal/node/20,Green Top/Library,0,0,0
722,Fall 2013,4,8,Thursday,First,Stop-Motion Animation,Malcolm,1,16,10,20130912,20140116,1,http://sfschool.org/drupal/node/104,Lower Art Room,0,0,0
723,Fall 2013,6,8,Thursday,First,MS Athletics,Staff,0,0,0,20130905,20140116,1,http://sfschool.org/drupal/node/92,Community Center,0,0,1
724,Fall 2013,4,8,Thursday,,Band,James,0,0,0,20130912,20140116,1,http://sfschool.org/drupal/node/53,Music Room,0,0,1
725,Fall 2013,6,8,Thursday,First,Junior Counselor ,Staff,0,0,2,20130912,20140116,1,http://sfschool.org/drupal/node/73,"Preschoo, Art Rooml",0,0,1
726,Fall 2013,4,8,Thursday,First,SMART,Staff,0,0,0,20130912,20140116,1,http://sfschool.org/drupal/node/72,Courtyard,0,0,1
727,Fall 2013,3,8,Friday,First,Homework,Staff,0,0,0,20130906,20140117,1,http://sfschool.org/drupal/node/16,5th Grade Classroom,0,0,0
728,Fall 2013,1,8,Friday,First,Indoor/Outdoor Choice,Staff,0,0,0,20130906,20140117,1,http://sfschool.org/drupal/node/20,Green Top/Library,0,0,0
729,Fall 2013,6,8,Friday,First,Amnesty International,Solveig,0,0,0,20130906,20140117,1,http://sfschool.org/drupal/node/8,6th Grade Room,0,0,1
730,Fall 2013,1,5,Friday,First,Filmmaking Elementary,,1,15,10,20130913,20140117,1,http://sfschool.org/drupal/node/93,Lower Art Room,0,0,0
731,Fall 2013,3,5,Friday,First,Guitar Basics - semi-private,Peter,2,30,4,20130913,20140117,1,http://sfschool.org/drupal/node/25,Music Room,0,0,0
732,Fall 2013,3,5,Friday,Second,Guitar Basics - private,Peter,3,45,2,20130913,20140117,1,http://sfschool.org/drupal/node/25,Music Room ,0,0,0
733,Fall 2013,6,8,Friday,First,MS Athletics,Staff,0,0,0,20130906,20140117,1,http://sfschool.org/drupal/node/92,Community Center,0,0,1
734,Fall 2013,6,8,Friday,First,Junior Counselor ,Staff,0,0,2,20130913,20140117,1,http://sfschool.org/drupal/node/73,"Preschool, Kitchen",0,0,1
735,Fall 2013,4,8,Friday,First,SMART,Staff,0,0,0,20130913,20140117,1,http://sfschool.org/drupal/node/72,Courtyard,0,0,1
