598,"Spring 2013",4,8,"Monday","First","Homework","Staff",0,0,0,20130128,20130603,1,"http://sfschool.org/drupal/node/16","8th Grade",0,0,0
599,"Spring 2013",1,8,"Monday","First","Indoor/Outdoor Choice","Staff",0,0,0,20130128,20130603,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
600,"Spring 2013",4,8,"Monday","First","Writer's Block","Arif",0,0,10,20130204,20130520,1,"http://sfschool.org/drupal/node/103","4th Grade Room",0,0,0
601,"Spring 2013",1,5,"Monday","First","Creative Kitchen","Peter",1,13,10,20130204,20130520,1,"http://sfschool.org/drupal/node/13","Kitchen",0,0,0
602,"Spring 2013",6,8,"Monday","First","Junior Counselor/Creative Kitchen","Staff",0,0,2,20130204,20130520,1,"http://sfschool.org/drupal/node/73","Preschool, Art Room, Kitchen",0,0,1
603,"Spring 2013",3,8,"Monday","First","Flute","Sue",4,52,2,20130204,20130520,1,"http://sfschool.org/drupal/node/24","1st Grade",0,0,0
604,"Spring 2013",3,8,"Monday","Second","Flute","Sue",4,52,2,20130204,20130520,1,"http://sfschool.org/drupal/node/24","1st Grade",0,0,0
605,"Spring 2013",6,8,"Monday","First","MS Basketball","Staff",0,0,0,20130128,20130520,1,"http://sfschool.org/drupal/node/55","Greentop",0,0,1
606,"Spring 2013",6,8,"Monday","First","SMART","Staff",0,0,0,20130128,20130603,1,"http://sfschool.org/drupal/node/72","Courtyard",0,0,1
607,"Spring 2013",4,8,"Tuesday","First","Homework","Staff",0,0,0,20130129,20130604,1,"http://sfschool.org/drupal/node/16","8th Grade",0,0,0
608,"Spring 2013",1,8,"Tuesday","First","Indoor/Outdoor Choice","Staff",0,0,0,20130129,20130604,1,"http://sfschool.org/drupal/node/20","Green Top",0,0,0
609,"Spring 2013",1,5,"Tuesday","First","Academic Chess","Jeffrey",2,30,14,20130205,20130528,1,"http://sfschool.org/drupal/node/28","Science",0,0,0
610,"Spring 2013",1,5,"Tuesday","First","Origami","Malcolm",0,0,10,20130205,20130528,1,"http://sfschool.org/drupal/node/97","Math Room",0,0,0
611,"Spring 2013",1,4,"Tuesday","First","Drumming - Semi-private","Michaelle",2,30,4,20130205,20130528,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
612,"Spring 2013",1,4,"Tuesday","Second","Drumming - Private","Michaelle",4,60,2,20130205,20130528,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
613,"Spring 2013",6,8,"Tuesday","First","Guitar/MS","Bryan",4,60,2,20130205,20130528,1,"http://sfschool.org/drupal/node/62","6th Grade Room",0,0,0
614,"Spring 2013",6,8,"Tuesday","Second","Guitar/MS","Bryan",4,60,2,20130205,20130528,1,"http://sfschool.org/drupal/node/62","6th Grade Room",0,0,0
615,"Spring 2013",5,8,"Tuesday","First","Clarinet - Semi-private","Morgan",3,45,3,20130205,20130528,1,"http://sfschool.org/drupal/node/82","2nd Grade",0,0,0
616,"Spring 2013",5,8,"Tuesday","Second","Clarinet - Private","Morgan",4,60,2,20130205,20130528,1,"http://sfschool.org/drupal/node/82","2nd Grade",0,0,0
617,"Spring 2013",6,8,"Tuesday","First","Junior Counselor/Sewing","Staff",0,0,2,20130205,20130528,1,"http://sfschool.org/drupal/node/73","Preschool, Art Room",0,0,1
618,"Spring 2013",6,8,"Tuesday","First","SMART","Staff",0,0,0,20130129,20130528,1,"http://sfschool.org/drupal/node/72","Courtyard",0,0,1
619,"Spring 2013",5,5,"Tuesday","First","Basketball/5th Girls","Maggie Weiss, Greg Wright",0,0,12,20130201,20130531,1,"http://sfschool.org/drupal/node/57","Green Top",0,0,1
620,"Spring 2013",6,8,"Tuesday","First","MS Basketball","Staff",0,0,0,20130129,20130528,1,"http://sfschool.org/drupal/node/55","Green Top",0,0,1
621,"Spring 2013",4,8,"Wednesday","First","Homework","Staff",0,0,0,20130130,20130529,1,"http://sfschool.org/drupal/node/16","8th Grade",0,0,0
622,"Spring 2013",1,8,"Wednesday","First","Indoor/Outdoor Choice","Staff",0,0,0,20130130,20130529,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
623,"Spring 2013",2,5,"Wednesday","First","Costume Box","Ruth",0,0,10,20130206,20130529,1,"http://sfschool.org/drupal/node/98","Art Room",0,0,0
624,"Spring 2013",4,8,"Wednesday","First","Drumming - Semi-private","Michaelle",2,32,4,20130206,20130529,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
625,"Spring 2013",4,8,"Wednesday","Second","Drumming - Private","Michaelle",4,64,2,20130206,20130529,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
626,"Spring 2013",3,5,"Wednesday","First","Clarinet - Semi-private","Morgan",3,48,3,20130206,20130529,1,"http://sfschool.org/drupal/node/82","2nd Grade",0,0,0
627,"Spring 2013",3,5,"Wednesday","Second"," Clarinet - Private","Morgan",4,64,2,20130206,20130529,1,"http://sfschool.org/drupal/node/82","2nd Grade",0,0,0
628,"Spring 2013",4,8,"Wednesday","First","Trumpet","John",4,64,2,20130206,20130529,1,"http://sfschool.org/drupal/node/26","3rd Grade",0,0,0
629,"Spring 2013",4,8,"Wednesday","Second","Trumpet","John",4,64,2,20130206,20130529,1,"http://sfschool.org/drupal/node/26","3rd Grade",0,0,0
630,"Spring 2013",6,8,"Wednesday","First","Junior Counselor Preschool","Staff",0,0,2,20130207,20130530,1,"http://sfschool.org/drupal/node/73","Preschoo, Art Rooml",0,0,1
631,"Spring 2013",6,8,"Wednesday","First","SMART","Staff",0,0,0,20130130,20130605,1,"http://sfschool.org/drupal/node/72","Courtyard",0,0,1
632,"Spring 2013",6,8,"Wednesday","First","MS Basketball","Staff",0,0,0,20130129,20130528,1,"http://sfschool.org/drupal/node/55","Green Top",0,0,1
633,"Spring 2013",4,8,"Thursday","First","Homework","Staff",0,0,0,20130131,20130530,1,"http://sfschool.org/drupal/node/16","Library",0,0,0
634,"Spring 2013",1,8,"Thursday","First","Indoor/Outdoor Choice","Staff",0,0,0,20130131,20130530,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
635,"Spring 2013",1,5,"Thursday","First","Quick Crafts","Ruth",0,0,10,20130207,20130530,1,"http://sfschool.org/drupal/node/83","Art Room",0,0,0
636,"Spring 2013",4,6,"Thursday","First","Mobile Game Design","Mary Jean Koontz",2,32,10,20130207,20130530,1,"http://sfschool.org/drupal/node/100","4th Grade Room",0,0,0
637,"Spring 2013",4,8,"Thursday","First","Saxophone","Carolyn Walter",4,64,2,20130207,20130530,1,"http://sfschool.org/drupal/node/52","5th Grade Classroom",0,0,0
